–Ú∫≈,‘§≤‚,’Ê µ÷µ
12722,5.0019274,5
12723,5.0019274,5
12724,5.0019274,5
12725,6.0708885,6.3279023
12726,5.0019274,5
12727,5.0019274,5
12728,5.0019274,5
12729,5.0019274,5
12730,6.700873,6.823909
12731,5.0019274,5
12732,5.0103874,5
12733,5.0019274,5
12734,5.0019274,5
12735,5.2707705,5
12736,5.0019274,5
12737,5.9136076,6.026872
12738,5.0019274,5
12739,5.0019274,5
12740,5.0019274,5
12741,5.0026264,5
12742,7.821096,8.055517
12743,5.007532,5
12744,5.0019274,5
12745,6.2214575,6.3565474
12746,5.0019274,5
12747,5.015977,5
12748,5.988329,5.920819
12749,5.0019274,5
12750,5.0019274,5
12751,5.0019274,5
12752,5.0019274,5
12753,5.0019274,5
12754,5.0019274,5
12755,5.0019274,5
12756,6.4874287,6.5228786
12757,5.833761,6.0132284
12758,5.001994,5
12759,5.0019274,5
12760,5.0019274,5
12761,5.0019274,5
12762,7.604616,7.920819
12763,5.0019274,5
12764,5.163324,5.3565474
12765,5.0019274,5
12766,5.002288,5
12767,5.009231,5
12768,5.0761223,5
12769,5.0019274,5
12770,5.0019274,5
12771,5.0019274,5
12772,5.0019274,5
12773,5.0019274,5
12774,5.0019274,5
12775,5.0019274,5
12776,5.0019274,5
12777,5.0019274,5
12778,6.7812185,6.958607
12779,5.003306,5
12780,5.0019274,5
12781,7.0533104,7.207608
12782,5.0019274,5
12783,5.0999885,5
12784,5.0019274,5
12785,5.0019274,5
12786,5.0019274,5
12787,5.0022473,5
12788,5.0019274,5
12789,5.0019274,5
12790,5.628573,5.30103
12791,5.027554,5
12792,5.0019274,5
12793,5.006084,5
12794,5.0019274,5
12795,5.0019274,5
12796,5.0117693,5
12797,5.0019274,5
12798,6.1441827,6.309804
12799,5.0019274,5
12800,5.0019274,5
12801,5.0019274,5
12802,5.0019274,5
12803,5.003243,5
12804,5.0080867,5.008774
12805,8.62781,8.60206
12806,5.0019274,5
12807,5.0019274,5
12808,5.0098867,5
12809,5.0019274,5
12810,6.3927674,6.3665314
12811,5.0019274,5
12812,6.0518923,6.086186
12813,5.0061083,5
12814,8.330812,8.585027
12815,5.0019274,5
12816,5.0019274,5
12817,5.0019274,5
12818,5.3304634,5.3565474
12819,5.005873,5
12820,5.0019274,5
12821,5.866707,5.853872
12822,5.0019274,5
12823,5.0019274,5
12824,5.0019274,5
12825,5.9658766,6
12826,5.0019274,5
12827,6.604462,6.7695513
12828,5.0019274,5
12829,5.0019274,5
12830,5.172662,5.30103
12831,5.0019274,5
12832,5.7929983,6.0604806
12833,5.0019274,5
12834,6.215226,6.207608
12835,5.0019274,5
12836,5.0019274,5
12837,5.0019274,5
12838,5.7506733,5.7695513
12839,5.0019274,5
12840,5.0019274,5
12841,5.0019274,5
12842,5.0019274,5
12843,5.0019274,5
12844,5.0019274,5
12845,5.0019274,5
12846,5.6168847,5.6777806
12847,5.0019274,5
12848,5.0019274,5
12849,5.0019274,5
12850,6.853121,6.455932
12851,5.0128627,5
12852,6.393069,7.05061
12853,5.0019274,5
12854,5.5474267,5.6575775
12855,5.0019274,5
12856,5.0019274,5
12857,7.8103466,8.070581
12858,5.9906955,6.0222764
12859,5.0019274,5
12860,6.018552,6.1739254
12861,5.0019274,5
12862,5.2145834,6.6197886
12863,5.0019274,5
12864,5.8479824,5.8860564
12865,5.0019274,5
12866,5.004067,5
12867,5.0019274,5
12868,5.0019274,5
12869,6.1819124,6.3665314
12870,5.0019274,5
12871,5.440561,5.552842
12872,5.0019274,5
12873,5.0019274,5
12874,5.0019274,5
12875,5.088545,5.221849
12876,5.0019274,5
12877,6.945401,6.920819
12878,6.3311615,6.4202166
12879,6.853121,7.69897
12880,7.2584,7.2839966
12881,5.0019274,5
12882,5.0019274,5
12883,5.0019274,5
12884,5.667418,5.7695513
12885,6.1648836,6.167491
12886,5.0019274,5
12887,5.0019274,5
12888,5.0019274,5
12889,5.2145834,5.167491
12890,5.611104,5.6575775
12891,5.080879,5.29243
12892,5.554867,5.823909
12893,8.397171,8.958608
12894,5.0019274,5
12895,5.0019274,5
12896,7.8536463,7.008774
12897,5.0019274,5
12898,6.4844866,6.6575775
12899,7.514497,7.6382723
12900,5.0019274,5
12901,5.0149684,5
12902,5.0019274,5
12903,5.0019274,5
12904,5.0019274,5
12905,5.0019274,5
12906,5.0019274,5
12907,5.2493114,5.275724
12908,5.0019274,5
12909,5.0019274,5
12910,5.9258776,6.0132284
12911,7.7180142,7.853872
12912,5.0019274,5
12913,5.0019274,5
12914,5.0019274,5
12915,5.0019274,5
12916,8.401805,6.853872
12917,5.0019274,5
12918,5.0019274,5
12919,5.5343647,5.7212462
12920,5.0019274,5
12921,5.0021796,5
12922,5.0019274,5
12923,5.0019274,5
12924,5.3673224,5.5686364
12925,5.5318384,5.6382723
12926,5.741268,5.552842
12927,5.013447,5
12928,5.0019274,5
12929,5.0019274,5
12930,9.3108225,8.958608
12931,5.1024866,5
12932,5.0019274,5
12933,5.0019274,5
12934,5.0019274,5
12935,5.0019274,5
12936,5.0019274,5
12937,5.0019274,5
12938,5.0019274,5
12939,5.0019274,5
12940,5.7951107,5.8860564
12941,5.0019274,5
12942,8.107213,8.508638
12943,5.0019274,5
12944,5.005197,5
12945,6.2706156,6.3665314
12946,5.0019274,5
12947,6.282539,6.2441254
12948,7.112711,7.337242
12949,5.002118,5
12950,5.0019274,5
12951,6.326172,6.387216
12952,5.0030193,5
12953,6.4277887,6.79588
12954,6.571521,6.69897
12955,6.3658867,6.481486
12956,5.0019274,5
12957,5.0019274,5
12958,5.0019274,5
12959,6.68297,6.6197886
12960,5.0019274,5
12961,5.0019274,5
12962,5.0019274,5
12963,5.0019274,5
12964,5.0019274,5
12965,5.8790264,6
12966,5.0019274,5
12967,5.0019274,5
12968,5.00457,5
12969,5.248224,5.1739254
12970,5.0019274,5
12971,5.0019274,5
12972,5.0019274,5
12973,5.0019274,5
12974,6.2269506,6.2839966
12975,8.511423,9.017729
12976,5.0019274,5
12977,7.526521,7.5228786
12978,5.0019274,5
12979,5.002666,5
12980,5.00203,5
12981,5.0019274,5
12982,5.0404754,5
12983,5.0019274,5
12984,5.0019274,5
12985,4.997236,5
12986,5.0019274,5
12987,5.0019274,5
12988,5.0019274,5
12989,5.0019274,5
12990,5.96298,5.958607
12991,6.208747,6.167491
12992,5.0019727,5
12993,6.7325463,6.79588
12994,6.853817,6.7695513
12995,5.0019274,5
12996,5.0019274,5
12997,5.0019274,5
12998,5.0019274,5
12999,6.990771,7.154902
13000,5.0019274,5
13001,6.5688205,6.6575775
13002,5.0019274,5
13003,5.1351876,5.229148
13004,5.0019274,5
13005,5.0019274,5
13006,5.4430904,5.39794
13007,5.0019274,5
13008,5.0019274,5
13009,5.0019274,5
13010,5.0019274,5
13011,5.775241,5.920819
13012,5.0019274,5
13013,5.0019274,5
13014,5.002429,5
13015,5.0019274,5
13016,5.478906,5.376751
13017,5.0019274,5
13018,5.0019274,5
13019,5.0062647,5
13020,5.0019274,5
13021,5.0019274,5
13022,7.1837335,7.1739254
13023,5.004132,5
13024,5.0019274,5
13025,5.0019274,5
13026,5.0019274,5
13027,5.0019274,5
13028,5.492441,5.552842
13029,5.0019274,5
13030,5.0061083,5
13031,6.721794,6.8860564
13032,5.0019274,5
13033,5.0019274,5
13034,5.8119955,5.920819
13035,5.0019274,5
13036,5.266212,5.275724
13037,5.0019274,5
13038,5.0019274,5
13039,5.0019274,5
13040,5.0019274,5
13041,5.0019274,5.09691
13042,5.0019274,5
13043,5.0019274,5
13044,5.0019274,5
13045,5.0019274,5
13046,5.0019274,5
13047,5.106468,5.124939
13048,5.1779037,5.229148
13049,5.2684026,5
13050,6.652985,6.5686364
13051,5.1052237,5.1307683
13052,6.095192,6.167491
13053,5.0019274,5
13054,5.0019274,5
13055,6.735613,6.49485
13056,5.0019274,5
13057,5.0019274,5
13058,5.0274396,5
13059,5.0019274,5
13060,5.0073028,5
13061,6.590766,6.79588
13062,5.0019274,5
13063,5.0019274,5
13064,5.0019274,5
13065,5.0019274,5
13066,5.0019274,5
13067,5.0019274,5
13068,5.5851135,5.69897
13069,6.0243893,6.79588
13070,5.0019274,5
13071,5.0019274,5
13072,6.8058357,6.7212462
13073,5.0019274,5
13074,5.118339,5.455932
13075,5.0019274,5
13076,5.0019274,5
13077,5.9721065,6.1307683
13078,6.97931,7.09691
13079,5.949148,6.1739254
13080,5.002152,5
13081,5.081956,5.1487417
13082,5.0019274,5
13083,5.0019274,5
13084,5.0019274,5
13085,8.412216,8.744727
13086,5.082552,5.1739254
13087,5.0019274,5
13088,5.0019274,5
13089,5.0001345,5
13090,5.003514,5
13091,5.0019274,5
13092,5.5348125,5.5850267
13093,5.0019274,5
13094,5.0019274,5
13095,5.0019274,5
13096,5.0019274,5
13097,5.0019274,5
13098,5.0019274,5
13099,5.00346,5
13100,5.0019274,5
13101,5.0072894,5
13102,5.0019274,5
13103,5.0019274,5
13104,5.0019274,5
13105,5.1178174,5.60206
13106,5.0019274,5
13107,5.0019274,5
13108,7.8677044,8.585027
13109,5.0019274,5
13110,5.0019274,5
13111,5.949148,6.4089355
13112,5.0019274,5
13113,5.0019274,5
13114,5.0019274,5
13115,6.2843337,6.455932
13116,5.0019274,5
13117,5.0019274,5
13118,5.0038824,5
13119,5.0019274,5
13120,5.0416737,5
13121,5.0019274,5
13122,5.012933,5
13123,5.0019274,5
13124,5.0019274,5
13125,5.0019274,5.161151
13126,5.0019274,5
13127,5.0019274,5
13128,5.0019274,5
13129,5.0019274,5
13130,5.0019274,5
13131,5.3110466,5.309804
13132,5.0019274,5
13133,5.5779114,5.6777806
13134,5.0019274,5
13135,5.0776005,5.1191864
13136,5.0019274,5
13137,5.0019274,5
13138,5.01113,5
13139,5.0019274,5
13140,5.756889,5.318759
13141,5.0019274,5
13142,5.0019274,5
13143,5.190077,5.1870866
13144,5.0019274,5
13145,5.0019274,5
13146,5.0019274,5
13147,6.058641,5.958607
13148,6.7167263,6.6382723
13149,6.792977,6.69897
13150,5.0108223,5
13151,5.0019274,5
13152,6.46267,6.6575775
13153,5.0019274,5
13154,5.005316,5
13155,6.0257597,6.070581
13156,8.401805,8.853872
13157,5.0019274,5
13158,5.0019274,5
13159,5.0019274,5
13160,6.4931335,6.8860564
13161,5.0019274,5
13162,5.030298,5
13163,5.0019274,5
13164,5.0019274,5
13165,6.3899,6.4317985
13166,7.410225,8.107905
13167,7.0221486,7.0132284
13168,5.002146,5
13169,5.0019274,5
13170,5.0019274,5
13171,5.292933,5.4202166
13172,5.0019274,5
13173,5.0019274,5
13174,5.0019274,5
13175,5.0019274,5
13176,5.0019274,5
13177,5.0019274,5
13178,5.0019274,5
13179,7.625729,7.920819
13180,8.232635,8.744727
13181,5.956427,6.091515
13182,5.0019274,5
13183,5.0019274,5
13184,5.00558,5
13185,5.616121,5.823909
13186,5.0019274,5
13187,5.0019274,5
13188,5.0019274,5
13189,5.0019274,5
13190,5.0030384,5
13191,5.0019274,5
13192,7.514497,7.8860564
13193,6.546989,7.309804
13194,5.007896,5
13195,5.0019274,5
13196,5.0019274,5
13197,5.0019274,5
13198,5.0019274,5
13199,5.2308526,5.275724
13200,8.161283,8.187087
13201,5.007629,5
13202,5.0019274,5
13203,5.003581,5
13204,5.0019274,5
13205,5.8660393,5.920819
13206,5.0019274,5
13207,6.6093903,5
13208,5.0019274,5
13209,5.0019274,5
13210,5.0019274,5
13211,5.0041466,5
13212,5.0019274,5
13213,5.0019274,5
13214,5.0019274,5
13215,5.0045156,5
13216,5.0019274,5
13217,5.002545,5
13218,5.0019274,5
13219,5.302121,5.39794
13220,5.0019274,5
13221,5.0019274,5
13222,5.286914,5.7695513
13223,5.0019274,5
13224,5.0019274,5
13225,5.011803,5
13226,5.0019274,5
13227,5.0019274,5
13228,5.0019274,5
13229,7.3250475,7.3565474
13230,5.0019274,5
13231,5.0019274,5
13232,5.5147476,5.481486
13233,5.292418,5
13234,5.99781,6.05061
13235,5.0100846,5
13236,5.0019274,5
13237,5.0019274,5
13238,5.0019274,5
13239,5.005306,5
13240,7.1062193,7.3565474
13241,5.0019274,5
13242,5.0019274,5.0222764
13243,6.1258717,6.3665314
13244,5.879132,5.920819
13245,5.286914,5.5850267
13246,5.0019274,5
13247,5.7410755,5.920819
13248,7.9830766,7.958607
13249,5.3362455,5.3565474
13250,7.105032,7.6575775
13251,5.0019274,5
13252,5.879783,6.0132284
13253,5.0019274,5
13254,5.0019274,5
13255,5.0019274,5
13256,5.0019274,5
13257,6.0226736,6.221849
13258,5.0019274,5
13259,6.8367925,7.1870866
13260,5.0019274,5
13261,5.0019274,5
13262,4.986165,5
13263,6.099474,6.29243
13264,6.075522,6.1366773
13265,5.00641,5
13266,5.0079765,5
13267,5.0103517,5
13268,5.7622976,5.920819
13269,5.0019274,5
13270,5.0019274,5
13271,5.0019274,5
13272,6.600247,6.481486
13273,6.076492,6.2006593
13274,5.2283044,5
13275,5.0109034,5
13276,5.0019274,5
13277,5.0019274,5
13278,5.0019274,5
13279,5.248224,5
13280,5.2283044,5.6575775
13281,5.0019274,5
13282,5.0019274,5
13283,7.7523613,8.327902
13284,5.0019274,5
13285,5.456509,5.7212462
13286,5.0019274,5
13287,5.0024714,5
13288,5.0019274,5
13289,5.0019274,5
13290,5.058738,5
13291,5.0019274,5
13292,5.0019274,5
13293,5.0019274,5
13294,5.0019274,5
13295,5.0019274,5
13296,5.0019274,5
13297,7.786791,7.853872
13298,5.0019274,5
13299,5.0019274,5
13300,5.0024323,5
13301,5.0019274,5
13302,5.003321,5
13303,5.0019274,5
13304,7.0860343,7.036212
13305,5.0019274,5
13306,7.9414563,8.102373
13307,5.0019274,5
13308,5.0019274,5
13309,7.008924,6.455932
13310,5.039369,5
13311,5.0019274,5
13312,5.0019274,5
13313,5.0039134,5
13314,5.0153947,5
13315,5.0019274,5
13316,5.0019274,5
13317,5.0019274,5
13318,5.0019274,5
13319,5.9117236,5.920819
13320,5.0019274,5
13321,5.036323,5
13322,8.69882,9.070581
13323,5.002046,5
13324,5.0019274,5
13325,5.0019274,5
13326,5.0019274,5
13327,5.0019274,5
13328,5.0019274,5
13329,5.0087833,5
13330,5.0019274,5
13331,5.2318883,5.60206
13332,5.0019274,5
13333,5.0019274,5
13334,5.009801,5
13335,5.0019274,5
13336,5.3071566,5.4089355
13337,6.114208,6.229148
13338,5.0019274,5
13339,5.0019274,5
13340,5.0019274,5
13341,5.0046773,5
13342,5.0019274,5
13343,5.910356,6.026872
13344,5.0019274,5
13345,6.088999,6.19382
13346,5.92635,6.6197886
13347,5.0019274,5
13348,5.0019274,5
13349,5.0019274,5
13350,5.0019274,5
13351,5.0019274,5
13352,5.0019274,5
13353,5.0019274,5
13354,6.894338,6.8860564
13355,6.071719,6.055517
13356,5.0019274,5
13357,5.0019274,5
13358,5.003415,5
13359,5.0019274,5
13360,5.0019274,5
13361,5.0019274,5
13362,5.0047636,5
13363,5.0019274,5
13364,5.0019274,5
13365,5.0019274,5
13366,5.0019274,5
13367,4.9935274,5
13368,5.0019274,5
13369,7.743391,7.920819
13370,5.0019274,5
13371,5.0019274,5
13372,5.0019274,5
13373,5.0019274,5
13374,5.0019274,5
13375,5.0019274,5
13376,6.5924597,6.79588
13377,5.0019274,5
13378,5.0019274,5
13379,5.0019274,5
13380,5.0019274,5
13381,5.0019274,5
13382,5.0019274,5
13383,5.215154,5
13384,5.0019274,5
13385,5.0019274,5
13386,7.0916214,7.0604806
13387,5.0019274,5
13388,5.0019274,5
13389,5.0019274,5
13390,5.0019274,5
13391,5.0019274,5
13392,6.44326,6.7695513
13393,5.0019274,5
13394,5.002685,5
13395,5.0019274,5
13396,5.007284,5
13397,5.0019274,5
13398,5.0019274,5
13399,5.0019274,5
13400,5.0019274,5
13401,5.0019274,5
13402,5.0019274,5
13403,5.0019274,5
13404,5.0019274,5
13405,5.0019274,5
13406,5.003891,5
13407,5.0019274,5
13408,6.7499623,6.958607
13409,5.0019274,5
13410,4.980027,5
13411,5.0421743,5
13412,5.008559,5
13413,5.0019274,5
13414,5.0019274,5
13415,5.839483,5.823909
13416,5.0019274,5
13417,5.2157183,5.2006593
13418,8.110111,9.29243
13419,5.282014,5.4202166
13420,5.0019274,5
13421,6.2952404,6.4436975
13422,5.2463417,5.376751
13423,6.3731623,5.4436975
13424,5.0019274,5
13425,5.0019274,5
13426,5.0019274,5
13427,5.0034213,5
13428,5.0019274,5
13429,5.3827114,5.6575775
13430,5.004897,5
13431,5.0019274,5
13432,5.002133,5
13433,5.0019274,5
13434,5.0019274,5
13435,8.466577,8.481486
13436,6.5038924,6.4317985
13437,5.0019274,5
13438,5.0019274,5
13439,5.0019274,5
13440,4.9983516,5
13441,5.0036826,5
13442,5.0019274,5
13443,5.8503685,5.958607
13444,5.008185,5
13445,5.0034294,5
13446,5.0019274,5
13447,5.0019274,5
13448,5.0019274,5
13449,5.0019274,5
13450,6.760825,6.318759
13451,5.610911,5.6575775
13452,5.0019274,5
13453,5.0019274,5
13454,5.0019274,5
13455,5.0019274,5
13456,7.4049196,7.8860564
13457,5.0019274,5
13458,5.0120206,5
13459,5.0019274,5
13460,6.118017,6.3279023
13461,5.014562,5
13462,6.5681314,6.6197886
13463,5.165871,5.3665314
13464,5.0019274,5
13465,5.0019274,5
13466,5.965717,6.154902
13467,5.0019274,5
13468,8.110111,8.638272
13469,5.097168,5.251812
13470,5.0019274,5
13471,5.0019274,5
13472,5.0019274,5
13473,5.0019274,5
13474,5.003261,5
13475,5.0019274,5
13476,5.0019274,5
13477,5.0019274,5
13478,5.0019274,5
13479,5.0019274,5
13480,5.826106,5.958607
13481,5.0019274,5
13482,5.0019274,5
13483,5.0019274,5
13484,5.0019274,5
13485,5.0019274,5
13486,6.7053266,6.79588
13487,5.0019274,5
13488,5.0019274,5
13489,5.007646,5
13490,7.5175967,7.5850267
13491,5.0019274,5
13492,5.0019274,5
13493,5.3398743,5.4089355
13494,5.011504,5
13495,5.0019274,5
13496,5.0041795,5
13497,5.536911,5.537602
13498,5.0019274,5
13499,5.0019274,5
13500,5.0019274,5
13501,5.7260017,5.7212462
13502,5.360707,5.5686364
13503,5.774659,5.920819
13504,8.337854,6.853872
13505,5.0019274,5
13506,5.0019274,5
13507,5.0019274,5
13508,5.0019274,5
13509,6.130378,5.853872
13510,5.7486954,5.7447276
13511,5.0019274,5
13512,5.0019274,5
13513,7.0888534,5
13514,5.0110416,5
13515,6.63494,6.7695513
13516,5.0019274,5
13517,5.0544386,5.113509
13518,5.770915,5.958607
13519,5.010996,5
13520,5.0019274,5
13521,6.047884,6.39794
13522,5.0019274,5
13523,5.0019274,5
13524,7.974548,7.8860564
13525,5.0019274,5
13526,5.0019274,5
13527,5.0019274,5
13528,5.0106816,5
13529,5.0019274,5
13530,5.0019274,5
13531,8.344774,8.677781
13532,5.0019274,5
13533,5.0278726,5
13534,5.0019274,5
13535,6.5730443,6.7212462
13536,5.0019274,5
13537,5.0019274,5
13538,6.858128,7.09691
13539,5.0019274,5
13540,5.0019617,5
13541,7.808543,7.79588
13542,5.0019274,5
13543,5.6283903,5.39794
13544,5.0070662,5
13545,6.4494667,6.3467875
13546,5.0019274,5
13547,5.0019274,5
13548,5.149411,5
13549,5.697712,5.823909
13550,5.0019274,5
13551,5.0019274,5
13552,5.0019274,5
13553,5.4362016,5.5086384
13554,7.6511364,8
13555,5.0019274,5
13556,5.0019274,5
13557,7.672467,7.823909
13558,5.0019274,5
13559,5.0019274,5
13560,7.0405035,7.1870866
13561,5.0019274,5
13562,5.0019274,5
13563,5.00486,5
13564,5.0019274,5
13565,5.2885523,5.3467875
13566,5.0019274,5
13567,5.004593,5
13568,5.0070505,5
13569,5.002289,5
13570,5.0019274,5
13571,5.0019274,5
13572,5.0019274,5
13573,5.0019274,5
13574,5.0019274,5
13575,5.0019274,5
13576,5.6845455,5.229148
13577,5.0029826,5
13578,5.0019274,5
13579,5.5008855,5.7212462
13580,5.2962976,5.920819
13581,5.0019274,5
13582,6.6611614,6.853872
13583,5.941886,6.070581
13584,5.0019274,5
13585,5.0019274,5
13586,5.0019274,5
13587,6.8943825,7.031517
13588,7.398596,7.823909
13589,6.925543,7.017729
13590,5.0019274,5
13591,5.0019274,5
13592,6.042048,6.236572
13593,5.0019274,5
13594,6.819904,6.920819
13595,5.122041,5
13596,5.010293,5
13597,5.0026984,5
13598,5.007898,5
13599,5.00424,5
13600,5.025005,5.161151
13601,5.0019274,5
13602,5.0019274,5
13603,5.0019274,5
13604,5.0019274,5
13605,5.0019274,5
13606,6.1724234,6.180456
13607,6.6386685,6.481486
13608,5.0019274,5
13609,6.4922667,6.69897
13610,5.891227,5.958607
13611,5.0019274,5
13612,5.0352373,5
13613,6.436236,6.920819
13614,5.0019274,5
13615,5.0019274,5
13616,5.5602064,5.29243
13617,5.0064497,5
13618,5.0019274,5
13619,5.0019274,5
13620,5.0019274,5
13621,6.453966,6.5850267
13622,5.0019274,5
13623,5.0019274,5
13624,5.0019274,5
13625,5.388889,5.39794
13626,5.0019274,5
13627,5.0019274,5
13628,5.0019274,5
13629,5.8289104,5.5228786
13630,5.71266,5.6382723
13631,5.0019274,5
13632,5.0019274,5
13633,5.0019274,5
13634,6.897868,8.468521
13635,5.0019274,5
13636,5.0019274,5
13637,5.0019274,5
13638,6.253462,6.69897
13639,5.0019274,5
13640,5.6579475,6.39794
13641,5.0019274,5
13642,5.0019274,5
13643,5.0019274,5
13644,5.6652346,6.1366773
13645,5.0019274,5
13646,5.0019274,5
13647,5.0071435,5
13648,5.0019274,5
13649,6.032917,5.958607
13650,6.0335855,6.1307683
13651,5.0019274,5
13652,5.0019274,5
13653,5.0649934,5.075721
13654,5.0019274,5
13655,5.0019274,5
13656,5.0019274,5
13657,5.021251,5
13658,5.0019274,5
13659,5.0019274,5
13660,5.0019274,5
13661,5.9875827,6.026872
13662,5.0019274,5.017729
13663,5.0019274,5
13664,5.0019274,5
13665,5.0049133,5
13666,6.470964,6.853872
13667,7.9554324,8.21467
13668,5.0019274,5
13669,5.006427,5
13670,5.0019274,5
13671,5.0019274,5
13672,5.0019274,5
13673,6.147101,6.102373
13674,7.350977,7.6382723
13675,5.0019274,5
13676,5.6942487,7.7695513
13677,5.0019274,5
13678,6.9277625,7.008774
13679,5.0019274,5
13680,5.0019274,5
13681,5.99671,6.05061
13682,5.0019274,5
13683,5.0111127,5
13684,8.048045,8.070581
13685,5.0019274,5
13686,5.004886,5
13687,5.0027018,5
13688,5.0019274,5
13689,5.003401,5
13690,5.0019274,5
13691,5.0019274,5
13692,6.2434688,6.4436975
13693,5.0019274,5
13694,5.0019274,5
13695,6.6259694,7.5228786
13696,5.0049353,5
13697,7.5043526,7.6382723
13698,5.0019274,5
13699,5.0019274,5
13700,5.586498,6.60206
13701,5.0019274,5
13702,5.0019274,5
13703,8.038442,8.119186
13704,5.0396533,5
13705,5.2856984,5.5086384
13706,5.0036874,5
13707,5.0019274,5
13708,5.0019274,5
13709,5.0019274,5
13710,6.020279,6.1739254
13711,6.8407936,6.958607
13712,5.0019274,5
13713,5.181147,5.29243
13714,5.0019274,5
13715,5.0019274,5
13716,5.0019274,5
13717,4.9969225,5
13718,5.0019274,5
13719,5.0073977,5
13720,5.0098934,5
13721,7.7591653,8.013228
13722,5.3428183,5.5228786
13723,5.002328,5
13724,7.922672,8.017729
13725,6.257304,6.19382
13726,5.010969,5
13727,5.0019274,5
13728,5.0151825,5
13729,6.8448324,7.113509
13730,5.007629,5
13731,5.0019274,5
13732,5.0019274,5
13733,5.0019274,5
13734,7.7371902,8.638272
13735,5.0019274,5
13736,5.0019274,5
13737,5.0019274,5
13738,5.0019274,5
13739,5.0101557,5
13740,5.0019274,5
13741,5.0019274,5
13742,5.0019274,5
13743,5.0019274,5
13744,5.871477,6.167491
13745,5.003376,5
13746,5.0019274,5
13747,5.0044756,5
13748,5.0058365,5
13749,5.0019274,5
13750,6.873945,7.6382723
13751,7.9654884,8.30103
13752,5.0154653,5
13753,7.307741,7.29243
13754,5.0019274,5
13755,5.0019274,5
13756,5.0092745,5
13757,5.0019274,5
13758,5.0019274,5
13759,5.3338585,5.318759
13760,5.027935,5
13761,5.021966,5
13762,6.416006,6.5850267
13763,5.0019274,5
13764,7.0916214,7.3279023
13765,5.0019274,5
13766,5.0019274,5
13767,5.0019274,5
13768,5.0019274,5
13769,8.099413,8.275724
13770,5.0019274,5
13771,5.004179,5
13772,5.0019274,5
13773,6.2076902,6.1366773
13774,5.501063,5.49485
13775,5.0019274,5
13776,5.0019274,5
13777,5.0019274,5
13778,5.0019274,5
13779,5.0019274,5
13780,6.0411983,6.5228786
13781,5.0072575,5
13782,5.0035276,5
13783,5.0019274,5
13784,5.011359,5
13785,5.6942487,5
13786,9.0051,9.346787
13787,5.0019274,5
13788,6.3846164,6.5228786
13789,5.0019274,5
13790,5.1202536,5.3665314
13791,5.0019274,5
13792,7.3367643,7.455932
13793,7.301373,7.481486
13794,7.0916214,8.244125
13795,5.0019274,5
13796,7.0756183,6.958607
13797,5.0019274,5
13798,5.0019274,5
13799,5.0019274,5
13800,5.0019274,5
13801,7.2431383,7.3565474
13802,6.5657315,6.468521
13803,5.5594363,5.5686364
13804,5.015251,5
13805,5.0019274,5
13806,7.6455355,7.823909
13807,5.0019274,5
13808,5.0662646,5
13809,6.199981,6.1079054
13810,5.6608186,6.080922
13811,5.5058413,5
13812,5.8289104,5.853872
13813,5.0019274,5
13814,5.028177,5
13815,5.0019274,5
13816,5.0019274,5
13817,5.0019274,5
13818,5.0019274,5
13819,5.021251,5
13820,5.0019274,5
13821,5.0019274,5
13822,5.7954345,5.7447276
13823,5.0019274,5
13824,5.0019274,5
13825,5.0019274,5
13826,5.0019274,5
13827,5.0019274,5
13828,5.0019274,5
13829,5.0019274,5
13830,6.141897,6.275724
13831,5.011604,5.004365
13832,5.0019274,5
13833,5.0019274,5
13834,5.0019274,5
13835,5.0019274,5
13836,5.0019274,5
13837,6.3992624,5.8860564
13838,5.0019274,5
13839,5.0019274,5
13840,5.0019274,5
13841,5.0019274,5
13842,5.0019274,5
13843,5.1400084,5
13844,5.0023537,5
13845,5.0019274,5
13846,5.0019274,5
13847,5.0019274,5
13848,5.0026517,5
13849,5.727657,5.823909
13850,5.0019274,5
13851,5.9831157,6.102373
13852,5.0019274,5
13853,5.0019274,5
13854,5.0019274,5
13855,5.0019274,5
13856,6.303833,6.5228786
13857,5.424572,5.4202166
13858,5.0019274,5
13859,5.0097833,5
13860,5.0019274,5
13861,5.8828053,6.091515
13862,5.0019274,5
13863,6.2308946,6.3279023
13864,5.0019274,5
13865,5.5049553,6.05061
13866,5.597227,5.958607
13867,5.0019274,5
13868,6.373363,6.4317985
13869,5.0019274,5
13870,5.0043344,5
13871,5.0019274,5
13872,5.006222,5
13873,5.0019274,5
13874,5.0212636,5
13875,5.0019274,5
13876,5.0019274,5
13877,5.0019274,5
13878,5.0019274,5
13879,5.0019274,5
13880,5.0214577,5
13881,5.0431275,5
13882,5.0019274,5
13883,5.0019274,5
13884,5.0019274,5
13885,5.036976,5
13886,5.533379,5.60206
13887,7.839637,8.119186
13888,5.0019274,5
13889,5.043934,5.337242
13890,7.2699647,7.958607
13891,5.0019274,5
13892,5.0019274,5
13893,5.0019274,5
13894,5.0019274,5
13895,5.0019274,5
13896,5.0019274,5
13897,5.0019274,5
13898,5.0019274,5
13899,5.0952578,5.2596374
13900,5.0019274,5
13901,6.0171,6.1739254
13902,5.0019274,5
13903,6.185095,6.2676063
13904,5.0019274,5
13905,5.0019274,5
13906,6.445111,6.4317985
13907,5.0019274,5
13908,5.711892,5.7212462
13909,5.0019274,5
13910,5.0019274,5
13911,5.0019274,5
13912,5.0048084,5
